College,CITY,State,ZIP,Website,REGION,LATITUDE,LONGITUDE,ADDIMISSION_RATE,SAT_READING_MED,SAT_MATH_MED,SAT_WRITING_MED,ACT_CHEM_MED,ACT_ENG_MED,ACT_MATH_MED,SAT_AVG,UNDERGRADUATES,UNDERGRADUATE_WHITE,UNDERGRADUATE_BLACK,UNDERGRADUATE_HISPANIC,UNDERGRADUATE_ASIAN,UNDERGRADUATE_AIAN,UNDERGRADUATE_NHPI,ATTENDENCE_COST,TUITIONFEE_IN,TUITIONFEE_OUT,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,MARRIED,DEPENDENT,VETERAN,FIRST_GEN
Paramount Beauty Academy,Portsmouth,OH,45662-4527,www.paramountbeautyacademy.com,3,38.739039,-82.979351,0,0,0,0,0,0,0,0,97,0.9897,0,0,0.0103,0,0,0,0,0,9500,19865.5,4750,9500,0,0,0,0,0.220472441,0.251968504,0,0.678899083
Cuyahoga Valley Career Center,Brecksville,OH,44141-1296,www.cvccworks.edu/,3,41.344555,-81.625375,1,0,0,0,0,0,0,0,106,0.7358,0.1792,0.0377,0.0283,0,0,0,0,0,8910,9500,4500,9010,0,0,0,0,0.213592233,0.291262136,0,0.565217391
Payne Theological Seminary,Wilberforce,OH,45384,www.payne.edu,3,39.715286,-83.884871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pontifical College Josephinum,Columbus,OH,43235-1499,WWW.PCJ.EDU,3,40.119967,-83.01899,0.9412,644,654,0,28,28,28,1280,129,0.8295,0.0078,0.0853,0.0233,0,0,36598,21038,21038,14886.5,0,0,0,0,0,0,0,0,0,0,0
Professional Skills Institute,Maumee,OH,43537,www.proskills.edu,3,41.58402,-83.672151,0.8028,0,0,0,0,0,0,0,286,0.6503,0.2657,0.0315,0.021,0,0,31423,16361,16361,14094,17740,6334,14094,15230,11500,14094,16333,0.169811321,0.215633423,0.040431267,0.51242236
Firelands Regional Medical Center School of Nursing,Sandusky,OH,44870-4788,firelands.com,3,41.43719,-82.71189,0,0,0,0,0,0,0,0,89,0.9326,0.0112,0.0225,0,0,0,0,0,0,14665.5,19853,9033,18625,12116,14000,0,0,0.301369863,0.315068493,0,0
Rabbinical College Telshe,Wickliffe,OH,44092,independentrabbinicalcolleges.org/index.html,3,41.593433,-81.48439,0.8,0,0,0,0,0,0,0,48,1,0,0,0,0,0,16700,9900,9900,0,0,0,0,0,0,0,0,0,0,0,0
Raphael's School of Beauty Culture Inc-Niles,Niles,OH,44446,www.raphaelsbeautyschool.edu,3,41.199957,-80.732558,0,0,0,0,0,0,0,0,109,0.3119,0.4312,0.0275,0.0092,0,0.1743,0,0,0,5500,7500,3750,5500,0,0,5500,6267,0.149377593,0.32780083,0,0.567567568
Fortis College-Centerville,Centerville,OH,45459-2712,www.fortiscollege.edu,3,39.644364,-84.146046,0,0,0,0,0,0,0,0,1645,0.3046,0.1052,0.0049,0.0018,0,0.0012,25226,17201,17201,15582,23710,9383,14212.5,18800,14165,16518,9500,0.248640249,0.156954157,0.024087024,0.582964057
University of Rio Grande,Rio Grande,OH,45674,www.rio.edu,3,38.88058,-82.377359,0,0,0,0,0,0,0,0,1329,0.8352,0.0579,0.0098,0.0015,0.0023,0.0008,32760,21930,21930,10250,20000,9500,9500,11700,9284.5,11750,9500,0.187700192,0.532991672,0.01409353,0.538405267
Advertising Art Educational Services DBA School of Advertising Art,Kettering,OH,45440,www.saa.edu,3,39.680848,-84.134435,0.6567,0,0,0,0,0,0,0,139,0.9353,0.036,0.0144,0.0144,0,0,38862,24607,24607,12000,12000,5500,12000,12000,12000,12000,12000,0,0,0,0.409090909
Shawnee State University,Portsmouth,OH,45662,WWW.SHAWNEE.EDU,3,38.730909,-82.995357,0,0,0,0,0,0,0,0,3753,0.8657,0.0562,0.0067,0.0032,0.0064,0.0003,18453,7364,12617,11000,23425.5,7541,9500,13125,11814,11500,10086,0.081267777,0.761479074,0.006501422,0.504681231
Sinclair Community College,Dayton,OH,45402-1460,www.sinclair.edu,3,39.757598,-84.200628,0,0,0,0,0,0,0,0,16090,0.6571,0.1482,0.0278,0.0133,0.0052,0.0017,7964,2304,6592,5419,11818,4782,4808,5500,5500,5500,5001,0.148263496,0.46593054,0.010570026,0.50139815
Gallipolis Career College,Gallipolis,OH,45631-2600,www.gallipoliscareercollege.edu,3,38.843023,-82.256842,0,0,0,0,0,0,0,0,96,0.9479,0.0417,0.0104,0,0,0,18570,12050,12050,12125,27625,7125,0,0,0,12125,14249.5,0.415841584,0.128712871,0,0.810126582
Daymar College-New Boston,New Boston,OH,45662-4900,www.daymarcollege.edu,3,38.751229,-82.937763,0,0,0,0,0,0,0,0,52,0.9615,0.0385,0,0,0,0,29068,17000,17000,12284.5,22797.5,6334,12534,0,0,14362.5,9426.5,0.299625468,0.232209738,0,0.651785714
Daymar College-Jackson,Jackson,OH,45640,www.daymarcollege.edu,3,39.034848,-82.626544,0,0,0,0,0,0,0,0,34,0.9706,0,0,0,0,0,29691,17000,17000,12284.5,22797.5,6334,12534,0,0,14362.5,9426.5,0.299625468,0.232209738,0,0.651785714
Daymar College-Lancaster,Lancaster,OH,43130-1368,www.daymarcollege.edu,3,39.749383,-82.652356,0,0,0,0,0,0,0,0,45,0.9778,0.0222,0,0,0,0,29068,17000,17000,12284.5,22797.5,6334,12534,0,0,14362.5,9426.5,0.299625468,0.232209738,0,0.651785714
Daymar College-Chillicothe,Chillicothe,OH,45601-1038,daymarcollege.edu/,3,39.362601,-83.0027,0,0,0,0,0,0,0,0,38,0.9474,0.0526,0,0,0,0,29691,17000,17000,12284.5,22797.5,6334,12534,0,0,14362.5,9426.5,0.299625468,0.232209738,0,0.651785714
Brown Mackie College-Cincinnati,Cincinnati,OH,45215-1107,www.brownmackie.edu,3,39.255963,-84.45701,0,0,0,0,0,0,0,0,918,0.4096,0.5599,0.0185,0.0054,0.0022,0.0011,23847,12483,12483,12004.5,22141.5,6625.5,11093.5,14326,13000,12576,10349,0.173287409,0.295522388,0.021239954,0.510073875
Brown Mackie College-Akron,Akron,OH,44320,www.brownmackie.edu,3,41.096846,-81.590449,0,0,0,0,0,0,0,0,533,0.6604,0.3058,0.0225,0.0056,0.0019,0,23338,12123,12123,12004.5,22141.5,6625.5,11093.5,14326,13000,12576,10349,0.173287409,0.295522388,0.021239954,0.510073875
Stark State College,North Canton,OH,44720,www.starkstate.edu,3,40.869332,-81.437798,0,0,0,0,0,0,0,0,11319,0.6949,0.1957,0.0112,0.0122,0.0038,0.0008,14749,3686,5870,9424,21134,8250,9500,9919,7560,10500,7514,0.135727737,0.399381221,0.015469465,0.559313883
Stautzenberger College-Maumee,Maumee,OH,43537-4007,www.sctoday.edu,3,41.58344,-83.68506,0,0,0,0,0,0,0,0,708,0.6158,0.2514,0.0805,0.0014,0.0014,0,22317,11070,11070,12667,20000,8680,12126,15250,13123,12667,13145,0.142225497,0.315401621,0.014738394,0.510748065
Franciscan University of Steubenville,Steubenville,OH,43952-1763,www.franciscan.edu,3,40.376086,-80.623094,0.7792,600,580,0,26,28,24,1183,2065,0.8276,0.0034,0.0973,0.0179,0.0015,0.0005,33851,23930,23930,19500,23316.5,8750,21500,21500,19000,19500,19500,0,0.93062201,0,0.128236745
Southern State Community College,Hillsboro,OH,45133,www.sscc.edu,3,39.236924,-83.614085,0,0,0,0,0,0,0,0,1952,0.9288,0.0154,0.0097,0.0026,0.0046,0.002,10257,4232,7938,6539,13681,5500,6373.5,7806,6500,7506,5500,0.183673469,0.498453927,0.009276438,0.588194921
Terra State Community College,Fremont,OH,43420-9670,www.terra.edu,3,41.353137,-83.158583,0,0,0,0,0,0,0,0,2015,0.8303,0.0422,0.0908,0.004,0.005,0,10600,4442,6976,7353.5,17837,5693,7804,7080,7033,8250,6460,0.152684564,0.48238255,0.010067114,0.534971645
Tiffin Academy of Hair Design,Tiffin,OH,44883,TIFFINACADEMY.COM,3,41.114564,-83.176045,0,0,0,0,0,0,0,0,56,0.8929,0.0536,0.0536,0,0,0,0,0,0,6803,10045.5,4846,6354,0,0,0,0,0,0.538461539,0,0
Tiffin University,Tiffin,OH,44883,www.tiffin.edu,3,41.119193,-83.18355,0.5438,0,0,0,0,0,0,0,2603,0.4422,0.1667,0.0257,0.0046,0.0015,0.0004,35023,21535,21535,17815,26000,14500,16675,20465.5,16797,19000,15831,0.120712401,0.59828496,0.01055409,0.436011905
University of Toledo,Toledo,OH,43606-3390,www.utoledo.edu/,3,41.65795,-83.615225,0.9473,508,535,485,22,22,22,1031,15182,0.691,0.1364,0.0437,0.0228,0.002,0.0007,21480,9463,18801,13637,24000,8250,12047.5,15000,14000,14000,13225,0.052639007,0.820067739,0.003528084,0.359744991
Kaplan Career Institute-Cleveland,Brooklyn,OH,44129-6810,www.kaplancareerinstitute.com/cleveland-oh/,3,41.419719,-81.747176,0,0,0,0,0,0,0,0,91,0.2967,0.4725,0.0989,0.011,0.033,0.011,0,0,0,9500,9500,4354,9500,0,0,9500,9500,0.128865979,0.18556701,0,0.578431373
Tri-State Bible College,South Point,OH,45680,www.tsbc.edu,3,38.42617,-82.585854,0,0,0,0,0,0,0,0,62,0.4677,0.5323,0,0,0,0,23225,7800,7800,19153,0,0,0,0,0,0,0,0.481481482,0,0,0
Tri-County Adult Career Center,Nelsonville,OH,45764,www.tricountyadultcareercenter.org,3,39.38327,-82.19004,0,0,0,0,0,0,0,0,105,0.9143,0.0286,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225490196,0.333333333,0,0.644444444
Tri-Rivers Career Center,Marion,OH,43302-8914,www.tririvers.com,3,40.583077,-83.069824,0,0,0,0,0,0,0,0,142,0.9437,0.0282,0.007,0,0.007,0,0,0,0,6334,6334,4750,6334,6334,5315,6675,6334,0.310559006,0.285714286,0,0.595890411
Trinity Lutheran Seminary,Columbus,OH,43209-2334,www.tlsohio.edu,3,39.958189,-82.940697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trumbull Business College,Warren,OH,44484-3200,www.trumbull.edu,3,41.211596,-80.782192,0,0,0,0,0,0,0,0,192,0.7708,0.1927,0.0156,0,0,0,29601,12389,12389,15151.5,23896.5,6334,14496.5,0,0,16979,9500,0.251082251,0.164502165,0.051948052,0.67027027
Union Institute & University,Cincinnati,OH,45206-1925,www.myunion.edu,3,39.126856,-84.500139,0,0,0,0,0,0,0,0,1056,0.4223,0.1941,0.2652,0.0123,0.0038,0.0028,25612,11904,11904,16456,18750,12500,16750,16732,15625,16750,15625,0.491461101,0.037950664,0.062618596,0.562650602
United Theological Seminary,Dayton,OH,45426-2308,www.united.edu,3,39.81345,-84.273831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Valley Career Center,Piqua,OH,45356,www.uppervalleycc.org,3,40.160624,-84.214684,0,0,0,0,0,0,0,0,108,0.9537,0.0278,0,0,0.0185,0,0,0,0,7125,8578.5,4750,7125,0,0,9500,6333,0.28,0.12,0,0.619402985
Urbana University,Urbana,OH,43078-2091,www.urbana.edu,3,40.099881,-83.760035,0,0,0,0,0,0,0,0,868,0.6025,0.2062,0.0115,0.0012,0.0012,0.0035,31686,22012,22012,15833,27000,11000,14250,19500,15475,17731,12625,0.082978723,0.742553192,0,0.49537037
Ursuline College,Pepper Pike,OH,44124,www.ursuline.edu,3,41.494971,-81.466716,0.6551,510,520,485,22,21,21,1014,694,0.647,0.2637,0.0274,0.0101,0.0014,0,37601,27700,27700,24500,28000,14752,26581,25000,19000,24250,25440.5,0.082901554,0.577720207,0,0.34375
Valley Beauty School,Cambridge,OH,43725,www.valleybeautyschool.net,3,40.024528,-81.591279,0,0,0,0,0,0,0,0,10,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441176471,0,0
Virginia Marti College of Art and Design,Lakewood,OH,44107,www.vmcad.edu,3,41.484039,-81.769737,1,0,0,0,0,0,0,0,162,0.5123,0.3457,0.0556,0.0062,0.0062,0,26573,17419,17419,12500,26500,6334,9844,16354.5,12667,13083.5,7584,0,0.55345912,0,0.489655172
Walsh University,North Canton,OH,44720-3396,www.walsh.edu,3,40.873295,-81.36911,0.8068,495,510,0,23,22,22,1043,2257,0.7687,0.0651,0.0288,0.0049,0.004,0.0009,36976,26650,26650,22000,28000,9750,21659,22000,22264.5,23250,19793,0.082519965,0.794143745,0,0.37895717
Washington State Community College,Marietta,OH,45750,www.wscc.edu,3,39.431312,-81.434842,0,0,0,0,0,0,0,0,1136,0.9481,0.0123,0.0123,0.0018,0.0062,0.0009,10591,4430,8600,6250,10304.5,5500,6750,6075,5500,6648.5,5500,0.166069295,0.547192354,0.011947431,0.497395833
Western Hills School of Beauty and Hair Design,Cincinnati,OH,45211,www.schoolsofcosmetology.com,3,39.148809,-84.627264,0,0,0,0,0,0,0,0,206,0.2087,0.7476,0.0049,0.034,0,0,0,0,0,9500,14250,4750,0,0,0,0,0,0.102857143,0.16,0,0.524193548
Wilberforce University,Wilberforce,OH,45384-1001,www.wilberforce.edu,3,39.707993,-83.879358,0.3754,0,0,0,15,14,16,735,364,0.0027,0.9368,0.0055,0,0.0082,0,26890,15140,15140,14420,18786,11665,14250,13842,17804,14025,14625,0.12962963,0.474074074,0,0.420091324
Wilmington College,Wilmington,OH,45177,www.wilmington.edu,3,39.441097,-83.817271,0.9537,0,475,0,21,22,21,970,1196,0.7784,0.0911,0.0184,0.0017,0.0059,0,40098,29120,29120,18300,27058,7500,16291,19500,19079,19500,16738.5,0.042131351,0.852540273,0,0.386422977
Winebrenner Theological Seminary,Findlay,OH,45840,www.winebrenner.edu,3,41.066303,-83.637409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wittenberg University,Springfield,OH,45504,www.wittenberg.edu,3,39.937463,-83.814082,0.9138,0,0,0,0,0,0,0,1896,0.8096,0.067,0.0327,0.0105,0.0016,0.0005,50115,38030,38030,22191.5,27000,10500,19000,21250,24001,23250,20750,0.020855057,0.929092805,0,0.269526953
The College of Wooster,Wooster,OH,44691,www.wooster.edu,3,40.81046,-81.934674,0.5909,595,615,595,28,28,27,1229,2029,0.7033,0.0779,0.0458,0.0439,0.0123,0.0005,53500,43350,43350,22250,26000,9000,20500,24897.5,21500,23750,19750,0,0,0,0.134375
Wright State University-Main Campus,Dayton,OH,45435-0001,www.wright.edu,3,39.780634,-84.064881,0,0,0,0,0,0,0,0,12090,0.7165,0.1285,0.0289,0.023,0.0026,0.0013,20083,8730,16910,14500,25000,9500,14750,15512.5,13006,15000,13492,0.072452229,0.747133758,0.00589172,0.385760739
Wright State University-Lake Campus,Celina,OH,45822-2952,lake.wright.edu,3,40.547528,-84.509383,0,0,0,0,0,0,0,0,954,0.8899,0.0346,0.0241,0.0063,0.0031,0,11638,5842,14022,14500,25000,9500,14750,15512.5,13006,15000,13492,0.072452229,0.747133758,0.00589172,0.385760739
Xavier University,Cincinnati,OH,45207-1092,www.xavier.edu,3,39.149291,-84.477648,0.7315,545,545,535,25,25,25,1113,4464,0.7236,0.0992,0.0488,0.0228,0.0025,0.0018,46740,33960,33960,20500,27000,12000,17750,21500,20625,20878.5,20500,0.035577449,0.893814997,0,0.184090909
ITT Technical Institute-Youngstown,Youngstown,OH,44509-4098,www.itt-tech.edu,3,41.123072,-80.710464,0.7328,0,0,0,0,0,0,0,511,0.7534,0.1605,0.0274,0.0039,0.0078,0,27844,18048,18048,13566,25827.5,9500,12667,17014,17000,14252,13259,0.233740657,0.214061967,0.03092144,0.497285751
Youngstown State University,Youngstown,OH,44555-0001,www.ysu.edu,3,41.105583,-80.646515,0.833,475,485,460,21,20,21,985,10695,0.7627,0.1223,0.0344,0.0091,0.0023,0.0007,16029,8317,8557,17000,27000,11500,16846,18517.5,15000,18500,15250,0.057263158,0.764842105,0.00631579,0.453345682
American Broadcasting School-Oklahoma City,Oklahoma City,OK,73115,www.radioschool.com,6,35.43527,-97.436129,0,0,0,0,0,0,0,0,23,0.5217,0.4783,0,0,0,0,0,0,0,6856.5,7023,3391,6851,0,0,6521,6941.5,0.32718894,0.138248848,0.082949309,0.541436464
Bacone College,Muskogee,OK,74403-1597,www.bacone.edu,6,35.77707,-95.335337,0.4296,398,428,0,18,16,17,845,939,0.1917,0.3099,0.0895,0.0288,0.2556,0.0053,28010,14050,14050,9500,26350,9500,9500,10827,12500,12345,9500,0.049180328,0.764637002,0,0.42798913
Oklahoma Wesleyan University,Bartlesville,OK,74006-6299,www.okwu.edu,6,36.717752,-95.954124,0.627,475,495,460,22,20,21,999,1153,0.6574,0.0676,0.0763,0.0043,0.0711,0.0026,33336,23180,23180,16666,21276.5,7666,13708.5,18917,16208,18576,13125,0.369380316,0.40218712,0,0.443850267
Southern Nazarene University,Bethany,OK,73008,SNU.EDU,6,35.513295,-97.629504,0,0,0,0,0,0,0,0,1704,0.6496,0.1291,0.0722,0.0217,0.0299,0.0047,32248,22690,22690,17577,18750,12250,17260.5,18257,17500,18750,14434,0.224086871,0.499506417,0.009871668,0.355653128
Broken Arrow Beauty College-Broken Arrow,Broken Arrow,OK,74012,www.babeautycollege.com,6,36.049319,-95.797476,0,0,0,0,0,0,0,0,39,0.5641,0.0769,0.1026,0.0256,0.0769,0,0,0,0,7667,9259,4750,6374.5,8404,7667,0,0,0.23046875,0.359375,0,0.428571429
Pontotoc Technology Center,Ada,OK,74820,www.pontotoctech.edu,6,34.751856,-96.681819,0,0,0,0,0,0,0,0,106,0.5849,0.0283,0.0377,0,0.3208,0,0,0,0,0,0,0,0,0,0,0,0,0.260504202,0.285714286,0,0.484210526
Cameron University,Lawton,OK,73505-6377,www.cameron.edu,6,34.606487,-98.434163,0,0,0,0,0,0,0,0,4716,0.4852,0.1628,0.1234,0.017,0.0566,0.0066,15222,5340,13380,9000,18500,7000,8781,9242,8950,9500,6500,0.236416425,0.493571132,0.016590626,0.482038835
Carl Albert State College,Poteau,OK,74953-5208,www.carlalbert.edu,6,35.03821,-94.63383,0,0,0,0,0,0,0,0,2001,0.5922,0.0385,0.053,0.0035,0.2009,0.002,10767,3003,6210,4000,6500,3500,3750,4500,5000,4338,3933.5,0.210749646,0.52970297,0.008486563,0.537581699
Central State Beauty and Wellness College,Oklahoma City,OK,73162-6007,www.csbaokc.com/,6,35.571541,-97.667979,0,0,0,0,0,0,0,0,136,0.4338,0.3603,0.0956,0.0074,0.0368,0,0,0,0,4844.5,6333,3750,4750,0,0,0,0,0.182130584,0.206185567,0,0.502040816
University of Central Oklahoma,Edmond,OK,73034,www.uco.edu,6,35.658239,-97.470985,0.9032,0,0,0,21,20,22,990,14728,0.5824,0.0924,0.08,0.0317,0.0389,0.0018,17079,5806,14286,12500,21325,8250,12500,13000,11000,13000,11588.5,0.113431761,0.673388549,0.006661865,0.385666205
Claremore Beauty College,Claremore,OK,74017,claremorebeautycollege.com,6,36.312618,-95.612864,0,0,0,0,0,0,0,0,15,0.6667,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connors State College,Warner,OK,74469,www.connorsstate.edu,6,35.493251,-95.318245,0,0,0,0,0,0,0,0,1814,0.5099,0.0838,0.0276,0.0011,0.3225,0,13783,3563,8136,5500,10233,4644,5500,5500,5500,5500,5500,0.17580872,0.533755274,0.012658228,0.455625991
East Central University,Ada,OK,74820-6999,https://www.ecok.edu,6,34.773805,-96.664196,0.9719,440,500,0,22,20,22,1005,3636,0.5803,0.0393,0.0495,0.0047,0.1416,0.0014,12295,5599,13512,11000,18010,7860,11402,10156.5,10991,12000,9908,0.157330155,0.664481526,0.006555423,0.482398957
Eastern Oklahoma State College,Wilburton,OK,74578-4999,www.eosc.edu,6,34.913336,-95.327682,0,0,0,0,0,0,0,0,1325,0.566,0.0747,0.0513,0.0068,0.2664,0.003,9571,3766,7383,9500,13062.5,8250,9500,8400,5500,9500,9000,0.184647303,0.514522822,0.010373444,0.514863258
Redlands Community College,El Reno,OK,73036-5304,www.redlandscc.edu,6,35.518475,-97.974592,0,0,0,0,0,0,0,0,1288,0.625,0.0536,0.0955,0.007,0.1374,0,11720,3701,5951,4500,8750,3750,4250,4500,5500,5000,3750,0.18957346,0.527251185,0,0.507422402
Enid Beauty College,Enid,OK,73703-4538,www.enidokbeautycollege.com,6,36.396929,-97.854962,0,0,0,0,0,0,0,0,38,0.8421,0,0.1316,0,0.0263,0,0,0,0,5000,5527.5,0,3850,0,0,0,0,0.176470588,0.514705882,0,0
Eves College of Hairstyling,Lawton,OK,73501,www.goelitecollege.com,6,34.60476,-98.401966,0,0,0,0,0,0,0,0,79,0.5949,0.2532,0.0127,0.0253,0.0633,0,0,0,0,7192,8521.5,3513,0,0,0,0,0,0.318965517,0.189655172,0,0.484848485
Hillsdale Free Will Baptist College,Moore,OK,73160,www.hc.edu,6,35.300757,-97.491107,0.5313,395,415,400,20,19,20,940,226,0.5664,0.0929,0.1681,0.0044,0.0841,0,23151,11980,11980,10500,19000,7382,15571.5,10091,6500,9500,10750,0.084415584,0.785714286,0,0.462121212
Hollywood Cosmetology Center,Norman,OK,73069,hollywoodcosmetologyschool.com,6,35.203764,-97.466791,0,0,0,0,0,0,0,0,6,0.8333,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Langston University,Langston,OK,73050,www.langston.edu,6,35.943953,-97.260263,0,0,0,0,0,0,0,0,2050,0.0634,0.8654,0.0132,0,0.0151,0,12070,4603,11589,12514.5,26217,9500,12960.5,10648,14250,14250,10500,0.048841578,0.782091421,0,0.42804699
Murray State College,Tishomingo,OK,73460,www.mscok.edu,6,34.222949,-96.677906,0,0,0,0,0,0,0,0,1838,0.5664,0.0479,0.068,0.0033,0.1317,0.0005,13967,4148,10068,9500,17658,7304,9500,10500,6500,10500,6200,0.176515733,0.541826554,0.018419033,0.614273577
Spartan College of Aeronautics and Technology,Tulsa,OK,74115,www.spartan.edu,6,36.178011,-95.879012,0.7687,0,0,0,0,0,0,0,849,0.5324,0.0883,0.1873,0.0389,0.033,0,26976,16395,16395,16063,18018.5,8750,16063,16063,15000,16063,16063,0.153846154,0.605900948,0.02739726,0.470180305
Northeastern State University,Tahlequah,OK,74464-2399,www.nsuok.edu,6,35.920499,-94.968528,0.7501,461,474,0,22,20,21,1009,6914,0.5001,0.0461,0.0431,0.0211,0.2145,0.001,14395,5285,12635,11778.5,17750,8750,11496,11800,12250.5,12500,10507.5,0.198624248,0.570937231,0.009744913,0.434755134
Beauty Technical College Inc,Tahlequah,OK,74465,www.beautytechnicalcollege.com,6,35.914902,-94.948289,0,0,0,0,0,0,0,0,29,0.6897,0.0345,0,0,0.2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Oklahoma College,Tonkawa,OK,74653,www.noc.edu,6,36.678762,-97.297487,0,0,0,0,0,0,0,0,3383,0.7414,0.0467,0.0603,0.0095,0.1227,0,10975,3219,7980,5500,9200,5500,6000,5500,5500,6000,5500,0.122430742,0.636282395,0.012511171,0.458249497
Northeastern Oklahoma A&M College,Miami,OK,74354,www.neo.edu,6,36.878213,-94.864828,0,0,0,0,0,0,0,0,2021,0.5636,0.0821,0.0297,0.0109,0.2212,0,13517,3772,8872,5500,10500,5500,5500,5586.5,5500,6844.5,5500,0.128279883,0.670553936,0.010495627,0.478118877
Northwestern Oklahoma State University,Alva,OK,73717-2799,www.nwosu.edu,6,36.796313,-98.667596,0.6623,0,0,0,20,19,19,930,1876,0.6418,0.0666,0.0672,0.0069,0.0656,0.0048,13055,5843,12293,7500,14290,5500,6707,8250,8250,8230.5,7000,0.147153598,0.686358754,0,0.429577465
Oklahoma State University Center for Health Sciences,Tulsa,OK,74107-1898,www.healthsciences.okstate.edu,6,36.138426,-96.004951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma Christian University,Edmond,OK,73013-1100,www.oc.edu,6,35.609042,-97.468312,0.6401,540,540,525,25,24,25,1127,1938,0.71,0.0862,0.066,0.0506,0.0212,0.0005,29488,19120,19120,15000,24500,9500,14600,15250,15250,17500,14250,0.041079812,0.877934272,0,0.20295203
University of Oklahoma-Health Sciences Center,Oklahoma City,OK,73104-5499,ouhsc.edu,6,35.47928,-97.496289,0,0,0,0,0,0,0,0,828,0.6824,0.0411,0.0785,0.0628,0.0507,0,0,0,0,15000,19500,10782.5,14250,15000,15000,15430.5,13750,0.113611502,0.737146429,0.005469605,0.307923269
Oklahoma Panhandle State University,Goodwell,OK,73939-0430,www.opsu.edu,6,36.594518,-101.638488,0.595,0,0,0,19,18,19,910,1136,0.5968,0.1188,0.1611,0.0132,0.0361,0,15888,7137,7137,8967.5,18187,5500,8000,9000,10898,9500,8250,0.110632184,0.74137931,0,0.432786885
Oklahoma State University-Main Campus,Stillwater,OK,74078-1015,www.okstate.edu/,6,36.123085,-97.069743,0.7495,540,565,0,25,25,24,1137,20636,0.7118,0.0482,0.0552,0.016,0.0527,0.0007,21629,7442,20027,14500,20083.5,8725.5,14000,15000,14015,14981.5,14000,0.066933067,0.808619952,0.00613672,0.305639782
Oklahoma State University-Oklahoma City,Oklahoma City,OK,73107-6195,www.osuokc.edu,6,35.475272,-97.583291,0,0,0,0,0,0,0,0,6186,0.5498,0.1552,0.0973,0.0259,0.0394,0,10728,2859,7719,7000,13995,6149,7019,7919,5500,7690,5743.5,0.218470419,0.376046176,0.013852814,0.46705163
Oklahoma Baptist University,Shawnee,OK,74804,www.okbu.edu,6,35.359949,-96.934334,0.6048,575,538,0,26,27,25,1171,1824,0.7094,0.0625,0.0236,0.0088,0.0548,0.0027,33213,22800,22800,12375,26000,8750,12000,14502,12000,14500,11500,0.026795284,0.91318328,0,0.275084555
Oklahoma City Community College,Oklahoma City,OK,73159-9987,www.occc.edu,6,35.387699,-97.570109,0,0,0,0,0,0,0,0,12367,0.5854,0.0921,0.1108,0.0387,0.042,0.0025,12252,3241,7891,4575,8605,4000,4350,5443,5350,4750,4490,0.177090191,0.467741936,0.012014483,0.503726952
Oklahoma City University,Oklahoma City,OK,73106-1402,www.okcu.edu,6,35.495271,-97.541242,0.6777,585,580,560,26,27,25,1165,1793,0.6007,0.0524,0.0792,0.0151,0.024,0,42983,30726,30726,19168,23835,12000,21625,19750,16910,19270,18875,0.129120879,0.696428571,0,0.259854015
University of Oklahoma-Norman Campus,Norman,OK,73019-3072,www.ou.edu,6,35.208152,-97.445692,0.8133,595,605,0,26,26,26,1189,20538,0.626,0.0465,0.0902,0.0591,0.0394,0.0011,23384,9495,22269,15000,19500,10782.5,14250,15000,15000,15430.5,13750,0.113611502,0.737146429,0.005469605,0.307923269
Oklahoma School of Photography,Moore,OK,73160,www.schoolofphotography.edu,6,35.3583,-97.498091,0,0,0,0,0,0,0,0,28,0.8214,0.1071,0,0,0.0714,0,0,0,0,6469,8328,0,0,0,0,0,0,0.46,0,0,0.513513514
Oklahoma State University Institute of Technology,Okmulgee,OK,74447-3901,www.osuit.edu/,6,35.628588,-95.940432,0,0,0,0,0,0,0,0,2426,0.6031,0.0503,0.0569,0.0128,0.1459,0.0012,12998,4605,10215,9166,12122,5500,9086.5,9525,8000,8000,9500,0.149866667,0.602666667,0.007466667,0.465465466
